customer_id,email,loyalty_points,feedback_score,preferred_store,newsletter_subscribed
44055,nikitamuni@example.org,NA,,Mumbai,Yes
44056,lekhasangha@example.net,NA,,Mumbai,N
44057,,,,,
44058,hborah@example.net,8,9,Bengaluru,No
44059,chatura03@example.com,929,,Hyderabad,
44060,atwaludant@example.net,684,,Bengaluru,No
44061,eparekh@example.com,NA,1,Hyderabad,N
44062,abhat@example.net,,9,Bengaluru,Yes
44063,madanshivansh@example.org,NA,,Hyderabad,Y
44064,vartyodika@example.org,NA,9,Bengaluru,
44065,,NA,,,No
44066,spal@example.net,NA,,Mumbai,
44067,karanaggarwal@example.org,3789,9,Bengaluru,
44068,ranveerram@example.net,4135,,Bengaluru,No
44069,naiduupma@example.org,NA,,Bengaluru,Y
44070,gangulyhemangini@example.com,,,,Y
44071,vbuch@example.org,NA,10,Hyderabad,Y
44072,wbir@example.org,NA,,Bengaluru,N
44073,zgala@example.com,,,Hyderabad,
44074,,3216,,Mumbai,
44075,qandra@example.net,1489,,,
44076,aryandugar@example.net,,,Hyderabad,
44077,robertmand@example.net,,9,Hyderabad,Yes
44078,ybasak@example.net,NA,9,Hyderabad,Yes
44079,gauribhargava@example.net,NA,9,Bengaluru,N
44080,rehaan35@example.com,969,9,Bengaluru,N
44081,xalakraman@example.org,NA,9,,Y
44082,ekaraj43@example.com,,,Bengaluru,Yes
44083,onazareth@example.org,NA,,Hyderabad,Yes
44084,soniekta@example.com,863,9,Bengaluru,
44085,zinalshenoy@example.com,NA,9,Mumbai,
44086,mitaligill@example.com,2340,,Mumbai,Yes
44087,harshil13@example.org,463,8,Mumbai,Yes
44088,ekanta57@example.org,4819,,Mumbai,Y
44089,ayaan53@example.net,,9,Hyderabad,
44090,pzacharia@example.org,2287,,Bengaluru,No
44091,maya53@example.org,,1,Hyderabad,N
44092,vincent89@example.net,NA,,Hyderabad,Yes
44093,gautamsodhi@example.org,2882,,Bengaluru,
44094,meeradora@example.com,,,Bengaluru,Y
44095,vamakshiprakash@example.net,3269,8,Mumbai,Y
44096,vivaansrivastava@example.org,,,Hyderabad,
44097,,NA,,Hyderabad,N
44098,munshipranav@example.org,70,3,,Yes
44099,ravichatura@example.net,NA,9,Mumbai,Yes
44100,janujashroff@example.net,,7,Bengaluru,Y
44101,svyas@example.org,2811,,Bengaluru,
44102,basusamar@example.net,3506,3,Mumbai,No
44103,kibezansi@example.com,,9,Bengaluru,N
44104,vedhikavarty@example.org,NA,9,Hyderabad,Y
44105,owenkonda@example.com,3642,,Hyderabad,N
44106,,,9,Bengaluru,No
44107,nirjavenkataraman@example.org,NA,,,No
44108,yashawinirau@example.org,,9,Mumbai,
44109,singhaltara@example.net,NA,,,
44110,riyadeol@example.net,NA,,,No
44111,zachariahmitali@example.com,NA,5,Bengaluru,Y
44112,vanyaganesh@example.net,NA,,Bengaluru,Yes
44113,ria80@example.net,NA,9,Hyderabad,N
44114,jhaabhiram@example.org,,,Bengaluru,N
44115,mannanprisha@example.com,,9,Mumbai,Yes
44116,aadhya81@example.net,,9,,N
44117,eiravati83@example.org,576,,,N
44118,tdyal@example.org,689,9,Bengaluru,Y
44119,nvora@example.org,NA,,Bengaluru,Y
44120,,,,,
44121,alata@example.com,,,Bengaluru,No
44122,girik03@example.com,,,Mumbai,N
44123,daksheshkalla@example.net,2696,7,Hyderabad,Y
44124,sharmaalexander@example.org,3815,9,Hyderabad,Y
44125,christopherdevan@example.org,,,Bengaluru,
44126,xavier77@example.net,4703,9,Hyderabad,N
44127,hiralparikh@example.com,69,,Hyderabad,N
44128,naiktamanna@example.net,2997,,Hyderabad,N
44129,kannanpallavi@example.org,327,3,Mumbai,
44130,edivan@example.org,209,,Mumbai,
44131,charvikari@example.org,,,,Y
44132,faqidsankaran@example.org,NA,,Bengaluru,
44133,upmanayar@example.org,NA,,,
44134,,,9,Bengaluru,No
44135,sanne@example.net,3520,9,Mumbai,Y
44136,ishwar86@example.com,NA,9,Mumbai,
44137,ksarma@example.com,4711,,,N
44138,,3755,9,Hyderabad,Y
44139,,NA,9,,No
44140,soodsiya@example.net,1188,,,No
44141,dhillonyasti@example.net,2393,,Mumbai,N
44142,evarkey@example.org,,,Mumbai,Yes
44143,hamsinidugal@example.org,3493,,,
44144,golepanini@example.org,,9,Mumbai,N
44145,hsahni@example.org,4351,,Mumbai,Y
44146,zaiddoctor@example.net,NA,9,Bengaluru,
44147,urishillatrivedi@example.net,996,3,,Y
44148,alka69@example.net,622,9,Bengaluru,N
44149,,1923,,Bengaluru,Y
44150,rattiwarhi@example.org,NA,,Mumbai,N
44151,rajagopalansiddharth@example.net,,2,Mumbai,No
44152,falgunikant@example.org,,9,Hyderabad,
44153,balvanvohra@example.org,,9,Bengaluru,
44154,,NA,10,,No
44155,vigwarhi@example.org,1532,9,Hyderabad,
44156,charanroy@example.net,,,Mumbai,No
44157,nicholassehgal@example.net,NA,3,Bengaluru,Y
44158,yashodharachadha@example.org,,,Bengaluru,Y
44159,,NA,3,Mumbai,
44160,sampathranveer@example.net,,9,Hyderabad,Y
44161,auroraira@example.com,,9,Hyderabad,
44162,qpillai@example.com,3983,7,Hyderabad,Y
44163,nimrat78@example.net,NA,9,Bengaluru,
44164,nadkarnibachittar@example.org,NA,,Mumbai,Y
44165,onkarmajumdar@example.org,2679,9,Bengaluru,No
44166,bachittar22@example.com,3418,9,,Y
44167,duttayuvraj@example.org,,,,No
44168,nvarghese@example.net,NA,,Mumbai,N
44169,,,7,Mumbai,
44170,khannabhavini@example.net,4736,,,No
44171,irya44@example.org,,9,Bengaluru,
44172,nimrat21@example.org,NA,1,Mumbai,Y
44173,chavviparsa@example.com,,,,N
44174,kharezilmil@example.com,NA,,Hyderabad,
44175,chavvi61@example.com,2994,,Bengaluru,N
44176,fiyazluthra@example.net,,9,,No
44177,krishna92@example.com,NA,,Bengaluru,Y
44178,,,,Hyderabad,N
44179,chandresh47@example.org,,4,Hyderabad,Y
44180,yagneshpurohit@example.net,NA,8,Mumbai,Y
44181,alexanderjain@example.net,4010,,Mumbai,No
44182,rayaan84@example.net,,3,Bengaluru,Y
44183,harish01@example.org,NA,2,Hyderabad,No
44184,aayushkapoor@example.org,3689,2,Mumbai,N
44185,hemangedwin@example.org,1476,9,Hyderabad,Y
44186,vincentkaran@example.net,NA,5,Hyderabad,Y
44187,chanchalkrishnamurthy@example.org,2070,,Mumbai,No
44188,,NA,,,
44189,ladli05@example.net,,5,Hyderabad,
44190,damyantipadmanabhan@example.org,3688,9,,N
44191,zilmil68@example.org,NA,8,Mumbai,No
44192,,NA,,Bengaluru,
44193,,NA,9,,
44194,pillaibhanumati@example.net,1989,,Bengaluru,Y
44195,amritadixit@example.net,,4,Hyderabad,Yes
44196,mmishra@example.org,4150,9,Mumbai,Y
44197,cvarughese@example.org,,9,,
44198,sahotaharini@example.com,1391,9,Mumbai,No
44199,hardik59@example.org,3541,8,Bengaluru,No
44200,aachal06@example.com,3535,,,Yes
44201,pranavkhurana@example.org,NA,9,Mumbai,
44202,damyantivenkataraman@example.net,3135,9,Bengaluru,
44203,,,,Hyderabad,
44204,ekiyasubramaniam@example.com,,4,,Y
44205,,,10,Mumbai,Y
44206,narayaneshana@example.net,,8,Bengaluru,Yes
44207,gopalghose@example.org,205,3,Hyderabad,No
44208,nimratpanchal@example.net,NA,9,,N
44209,,2787,1,Bengaluru,
44210,shettyqadim@example.com,3412,,Hyderabad,
44211,devikatailor@example.org,440,,Mumbai,Y
44212,borahmadhavi@example.com,2082,9,Hyderabad,Y
44213,golanidra@example.net,NA,10,Hyderabad,N
44214,anmolmagar@example.org,NA,,,Y
44215,chandresh30@example.net,NA,9,Mumbai,
44216,krishna65@example.com,NA,,,Y
44217,atwalvritti@example.net,NA,9,Hyderabad,N
44218,kala54@example.org,677,,Hyderabad,N
44219,yatin66@example.com,NA,,Mumbai,
44220,palanvedant@example.org,,9,,Y
44221,,NA,9,Mumbai,Y
44222,xramanathan@example.org,,,Hyderabad,
44223,talwarchaitanya@example.com,2645,9,Hyderabad,
44224,aadhya36@example.com,1500,6,Hyderabad,Y
44225,wbalakrishnan@example.org,1423,,,Y
44226,cheemazayyan@example.org,1265,,Hyderabad,
44227,advikwalla@example.org,1683,,,N
44228,pushti84@example.net,,9,Hyderabad,
44229,jyoti87@example.org,246,9,Bengaluru,
44230,lakshmi36@example.net,NA,,Bengaluru,N
44231,wishi60@example.net,2312,9,,Yes
44232,shabhavika@example.org,NA,,Hyderabad,N
44233,kalapraneel@example.net,,,,Y
44234,ubalay@example.org,2281,,Bengaluru,
44235,nbarman@example.com,2502,3,Mumbai,Yes
44236,tbasak@example.com,,,,
44237,gdada@example.com,2921,2,Bengaluru,N
44238,upasnanadig@example.com,NA,4,Bengaluru,N
44239,ayaanyogi@example.net,NA,,Hyderabad,N
44240,grattan@example.com,NA,,Bengaluru,Yes
44241,,NA,,,N
44242,dkapadia@example.org,450,2,Bengaluru,Yes
44243,tanejahiral@example.net,,2,Hyderabad,N
44244,lbail@example.com,,9,Mumbai,No
44245,bobalniharika@example.com,2583,,Bengaluru,
44246,unnati59@example.org,NA,3,Bengaluru,Y
44247,dugalyashoda@example.org,NA,,Hyderabad,N
44248,mitali47@example.com,NA,4,Bengaluru,Yes
44249,sroy@example.org,,9,,Y
44250,bhavinichandra@example.net,83,9,Bengaluru,N
44251,,2160,7,,
44252,tatakrishna@example.com,809,4,Hyderabad,No
44253,chasmum09@example.net,4391,1,,No
44254,,NA,,Hyderabad,Y
44255,rrana@example.com,,5,Hyderabad,
44256,uchakraborty@example.com,3907,,Mumbai,
44257,borayuvraj@example.net,NA,,,Y
44258,ltandon@example.net,NA,,,N
44259,akshaybutala@example.net,,9,Mumbai,
44260,hemal47@example.org,NA,3,Mumbai,N
44261,zilmilsarma@example.com,NA,,Mumbai,Y
44262,urishilla05@example.org,NA,9,Bengaluru,No
44263,bhavini29@example.net,,,Hyderabad,
44264,mmore@example.net,NA,9,,
44265,gayathridixit@example.org,NA,10,,No
44266,gchaudry@example.org,NA,,Mumbai,Yes
44267,chavvi86@example.com,,8,Mumbai,
44268,umutti@example.net,4264,,Hyderabad,
44269,charleskonda@example.org,,,,
44270,rkanda@example.com,NA,,,
44271,anamikashanker@example.com,2095,7,Mumbai,
44272,kartejas@example.org,,,Bengaluru,
44273,charanthony@example.org,2309,4,,Y
44274,guptabina@example.net,,,Mumbai,N
44275,zehaan17@example.net,,,Mumbai,N
44276,fraj@example.org,NA,,Hyderabad,
44277,rajagopalandakshesh@example.net,,9,Mumbai,N
44278,qadimperi@example.org,889,,Bengaluru,No
44279,dyalvasatika@example.net,,,Hyderabad,
44280,esom@example.org,3929,9,Mumbai,No
44281,upadhriti21@example.net,802,,Hyderabad,Yes
44282,earora@example.org,NA,9,,No
44283,finnsarin@example.com,,,Hyderabad,Y
44284,mohini14@example.net,2284,,Bengaluru,N
44285,pooja66@example.org,,,Hyderabad,
44286,acharyamaanas@example.com,1889,,Hyderabad,
44287,rudra82@example.org,,,Mumbai,N
44288,swaminathanabhiram@example.org,NA,9,Mumbai,No
44289,ishwar73@example.net,3597,9,Hyderabad,No
44290,krishna36@example.com,3650,,Hyderabad,
44291,viswanathanaradhana@example.com,NA,,Hyderabad,No
44292,lrao@example.net,NA,,Hyderabad,Y
44293,vansha99@example.net,1605,,,
44294,mangatmegha@example.com,NA,,,Yes
44295,samaksh31@example.org,NA,9,Hyderabad,
44296,vinaya98@example.com,,,,
44297,vyanjanakhanna@example.org,573,6,Hyderabad,N
44298,lakshmi96@example.org,4035,7,Mumbai,Y
44299,mukhopadhyayjason@example.org,,9,,
44300,wasonrachita@example.org,NA,,Bengaluru,Y
44301,dchandra@example.com,NA,9,,N
44302,nidravarma@example.com,,9,Bengaluru,Yes
44303,ambleyamini@example.com,NA,7,Mumbai,
44304,korpalsimon@example.net,,3,Mumbai,Yes
44305,gopalwali@example.org,NA,9,Bengaluru,N
44306,liamcontractor@example.com,NA,,Mumbai,Y
44307,vcontractor@example.net,,,Hyderabad,Y
44308,ranganathanchampak@example.net,3033,7,,Y
44309,anvi52@example.net,NA,,,Yes
44310,reva06@example.com,1503,3,,No
44311,duaronith@example.net,,9,,N
44312,kalaavni@example.com,NA,,Bengaluru,N
44313,,NA,3,,No
44314,zaitraloyal@example.net,,1,Bengaluru,N
44315,dugartarak@example.org,1247,,,
44316,sbali@example.net,,,Mumbai,Y
44317,agrawalmanya@example.com,,10,Mumbai,
44318,ekurian@example.org,4081,9,,N
44319,vinaya59@example.com,,3,Bengaluru,N
44320,idikasangha@example.org,2556,,Mumbai,No
44321,gshukla@example.com,681,9,,
44322,aditya61@example.org,1315,,Mumbai,No
44323,,NA,,Hyderabad,Y
44324,simon52@example.org,,,Hyderabad,Yes
44325,gauri22@example.org,,,Mumbai,Yes
44326,prisha94@example.net,4207,7,Hyderabad,N
44327,,2630,,Hyderabad,No
44328,devaishnavi@example.org,4781,,Hyderabad,Y
44329,frado64@example.org,NA,1,Bengaluru,N
44330,kaulcharvi@example.com,374,3,Hyderabad,Y
44331,abeer73@example.com,2581,,Bengaluru,
44332,darshnatarajan@example.com,88,,Bengaluru,Y
44333,mmallick@example.org,4175,6,Bengaluru,
44334,mmani@example.net,306,9,Mumbai,Y
44335,bkohli@example.net,NA,9,Mumbai,
44336,lswaminathan@example.com,886,6,,N
44337,radha79@example.net,,,Hyderabad,Y
44338,vanya10@example.net,,,Hyderabad,N
44339,dassrudra@example.org,,,Mumbai,Yes
44340,tanmayigoyal@example.com,NA,6,Mumbai,
44341,alkagarde@example.com,,,Hyderabad,
44342,brijesh44@example.net,4531,,,Y
44343,,,8,,
44344,vshanker@example.net,NA,,Mumbai,Yes
44345,charankapoor@example.org,NA,,Mumbai,
44346,farascherian@example.org,,,,No
44347,nmahal@example.net,,5,Hyderabad,No
44348,aahuja@example.com,,2,,No
44349,vanshabora@example.com,,9,,Yes
44350,irya76@example.net,,,,N
44351,arai@example.org,383,,Bengaluru,Yes
44352,ebath@example.org,4432,9,Hyderabad,
44353,dubeybanjeet@example.com,NA,6,Mumbai,Yes
44354,wishi69@example.com,3886,4,Bengaluru,
44355,soodjanya@example.net,NA,10,Hyderabad,No
44356,vamakshi05@example.org,,,Hyderabad,
44357,,767,9,Mumbai,No
44358,oakati@example.com,3015,,Mumbai,Yes
44359,omaharaj@example.net,3533,,Mumbai,
44360,,4483,7,Hyderabad,Yes
44361,dattadev@example.com,3677,10,Mumbai,No
44362,dharhiral@example.org,NA,9,Bengaluru,N
44363,bhattsai@example.net,NA,,Bengaluru,No
44364,balnetra@example.com,NA,,Hyderabad,Y
44365,jdivan@example.org,,,Bengaluru,
44366,aatwal@example.org,NA,,Bengaluru,
44367,obuch@example.net,NA,9,Bengaluru,Yes
44368,,NA,,Bengaluru,
44369,issacdaksha@example.org,NA,,,N
44370,karanvasa@example.com,NA,6,Mumbai,N
44371,yatanbhatia@example.com,,9,Bengaluru,No
44372,ucchal05@example.com,,6,Bengaluru,
44373,wsunder@example.org,1813,,Bengaluru,Y
44374,ikshita79@example.net,,9,Hyderabad,Yes
44375,noahmishra@example.org,NA,,Hyderabad,N
44376,hcontractor@example.com,NA,,Bengaluru,Y
44377,anusha38@example.com,NA,3,Bengaluru,N
44378,oliver25@example.net,2031,,,Yes
44379,krege@example.com,,,Mumbai,
44380,vinayakala@example.com,4259,,Bengaluru,
44381,subramaniamfaras@example.net,,,Hyderabad,N
44382,abalan@example.com,NA,5,Mumbai,
44383,udant79@example.com,NA,,Bengaluru,
44384,gouryoshita@example.com,NA,,Hyderabad,
44385,nilimadeo@example.net,,10,Bengaluru,No
44386,lgara@example.org,,,Mumbai,
44387,aarinitaneja@example.net,NA,9,Mumbai,Yes
44388,charan08@example.net,NA,,,No
44389,twagle@example.org,1618,,Hyderabad,N
44390,valapanini@example.com,,9,,Yes
44391,,NA,,Mumbai,N
44392,,,,Bengaluru,
44393,usachdeva@example.net,NA,6,,No
44394,ridhi64@example.net,4809,,Mumbai,Yes
44395,xrout@example.net,NA,,,Yes
44396,manilila@example.org,,2,Mumbai,N
44397,sara34@example.org,2748,,Bengaluru,
44398,utella@example.com,NA,9,Mumbai,No
44399,faqid78@example.com,,9,Bengaluru,No
44400,fdyal@example.net,3050,3,Hyderabad,N
44401,ygarg@example.org,2157,,,Y
44402,,2323,,,No
44403,dbalasubramanian@example.net,,9,Mumbai,No
44404,spandya@example.net,2849,5,Bengaluru,Yes
44405,mayakonda@example.org,NA,9,,N
44406,pshetty@example.com,3571,,Mumbai,No
44407,falguni97@example.com,,,Mumbai,
44408,skaran@example.com,,,Mumbai,Y
44409,ikanda@example.org,NA,,Mumbai,
44410,,92,9,Hyderabad,
44411,darikakarnik@example.net,,8,Bengaluru,No
44412,doraqadim@example.net,358,,Hyderabad,Y
44413,edhithakhalsa@example.com,NA,9,Mumbai,Yes
44414,gautami32@example.com,NA,9,Bengaluru,
44415,aashimangal@example.net,NA,5,,Y
44416,zansi35@example.org,NA,3,Bengaluru,
44417,vwarrior@example.net,284,,Hyderabad,N
44418,loganmerchant@example.org,NA,,,N
44419,vaishnavigarg@example.org,2574,9,Bengaluru,
44420,hemal57@example.com,,,Hyderabad,
44421,mukherjeevictor@example.net,3103,,,No
44422,annepatrick@example.net,NA,9,,N
44423,aayush27@example.org,,9,Mumbai,No
44424,vkonda@example.net,,,Mumbai,Yes
44425,anya93@example.com,1928,,Hyderabad,
44426,wyatt68@example.org,,,,
44427,biradvaith@example.org,NA,,Bengaluru,N
44428,,NA,,Mumbai,Y
44429,ikbal27@example.com,,,Hyderabad,No
44430,,829,3,Bengaluru,
44431,bhatnagarsamuel@example.net,,9,,N
44432,dasguptaekanta@example.com,,4,Bengaluru,
44433,,,9,Mumbai,Y
44434,veda10@example.org,,9,Mumbai,
44435,mbaral@example.com,867,,Mumbai,Y
44436,bavakashvi@example.org,,,Bengaluru,
44437,balveerbadal@example.com,1706,9,Bengaluru,
44438,gaurangkaul@example.org,,6,Hyderabad,
44439,ekbal28@example.net,,9,Mumbai,No
44440,ayushmanviswanathan@example.net,NA,,Bengaluru,No
44441,wrideshbawa@example.com,3266,9,Mumbai,Yes
44442,chaitaly06@example.com,1355,9,Mumbai,
44443,kkhatri@example.net,1032,9,Bengaluru,No
44444,harishmorar@example.org,4921,9,,
44445,saumya59@example.net,NA,,,Y
44446,fkaur@example.org,,3,Bengaluru,Y
44447,bahripushti@example.org,4022,7,Hyderabad,Yes
44448,,649,,Mumbai,
44449,uchawla@example.com,NA,,,
44450,snori@example.net,NA,,Hyderabad,
44451,aarnaray@example.org,,,Hyderabad,N
44452,qasim05@example.org,2265,6,Bengaluru,Yes
44453,,,,Hyderabad,Y
44454,dalbirkrish@example.com,,5,Bengaluru,Y
44455,fkuruvilla@example.com,4879,1,,No
44456,tejas68@example.net,NA,4,,Y
44457,,NA,,Hyderabad,Yes
44458,vdey@example.net,3253,7,Mumbai,Y
44459,zmisra@example.net,NA,,Mumbai,
44460,,3178,9,Hyderabad,
44461,lukegolla@example.net,,9,Mumbai,
44462,epuri@example.com,4511,9,Hyderabad,N
44463,routdalbir@example.net,NA,8,Hyderabad,
44464,,2230,9,Mumbai,
44465,borrachavvi@example.com,NA,9,Bengaluru,No
44466,anthony59@example.net,,8,Hyderabad,No
44467,akshaygrover@example.org,2866,,Mumbai,N
44468,yadavisekhon@example.com,,9,Mumbai,N
44469,kiaansankaran@example.net,1402,,Bengaluru,Yes
44470,chaitanyasrivastava@example.com,NA,3,,
44471,amital@example.net,NA,4,,Y
44472,ridhi52@example.com,NA,,Mumbai,Yes
44473,chandran21@example.com,NA,9,,
44474,tanveer78@example.com,366,,,
44475,pvasa@example.org,,5,Hyderabad,
44476,hpatla@example.com,,9,Mumbai,No
44477,ikapadia@example.com,NA,9,Mumbai,
44478,ethan10@example.org,4230,,,
44479,prabhuansh@example.net,1733,,Hyderabad,Yes
44480,jhalakdhillon@example.com,4955,,Mumbai,Y
44481,vinayaguha@example.org,,,Hyderabad,No
44482,atibanik@example.com,NA,,,
44483,ranganathanchakrika@example.net,NA,,Bengaluru,Yes
44484,aishani00@example.com,,,Bengaluru,N
44485,anmol44@example.com,NA,,,
44486,rehaan64@example.com,,,Mumbai,
44487,gaurangidubey@example.com,NA,9,Mumbai,N
44488,owen85@example.net,4460,,Bengaluru,Yes
44489,adwetasubramaniam@example.com,3614,6,Bengaluru,No
44490,dhillonsanya@example.net,NA,2,,Y
44491,csachdeva@example.com,,,,No
44492,aganesh@example.org,NA,,,Yes
44493,pauqasim@example.net,,6,Hyderabad,Yes
44494,barmanqarin@example.org,3723,9,Mumbai,No
44495,banjeetuppal@example.com,1747,10,Bengaluru,N
44496,zthakur@example.net,,,Mumbai,N
44497,lbadami@example.org,2505,9,Hyderabad,
44498,lallnilima@example.net,NA,9,,
44499,vcherian@example.org,,,Bengaluru,No
44500,nairekiya@example.net,,9,Bengaluru,
44501,usekhon@example.com,,6,Bengaluru,Yes
44502,vartygagan@example.net,3182,6,Hyderabad,Y
44503,nathaniel91@example.net,1838,,Hyderabad,N
44504,banikguneet@example.org,,9,Mumbai,
44505,gaurangchada@example.net,,9,Hyderabad,Yes
44506,vidhiratti@example.net,,,,N
44507,jarya@example.org,3176,6,Bengaluru,
44508,sachidara@example.net,4430,,Mumbai,Y
44509,xtandon@example.net,,,,N
44510,,579,2,Mumbai,No
44511,vdora@example.com,4273,9,,Y
44512,oni61@example.org,NA,6,Bengaluru,Yes
44513,,762,6,Bengaluru,
44514,,,,Mumbai,Yes
44515,koshyishaan@example.com,NA,9,Bengaluru,N
44516,njohal@example.org,2603,9,Hyderabad,Y
44517,mchada@example.org,NA,3,,No
44518,divanyashvi@example.org,,,Hyderabad,
44519,oommengirish@example.org,NA,9,Bengaluru,Yes
44520,rpall@example.org,NA,9,Bengaluru,
44521,lbrar@example.net,,6,,
44522,rnarula@example.net,,,Hyderabad,Y
44523,choudhuryudarsh@example.com,1575,,Bengaluru,N
44524,,NA,,Mumbai,Yes
44525,ekavir12@example.org,NA,3,,N
44526,buchekiya@example.net,,4,Hyderabad,
44527,tgara@example.com,NA,9,Mumbai,
44528,nathanieldara@example.net,NA,,Mumbai,Y
44529,bhatnihal@example.com,4273,9,,No
44530,zrege@example.org,,9,Hyderabad,
44531,mohini42@example.net,NA,,Hyderabad,
44532,yashawini45@example.com,1260,9,Hyderabad,Yes
44533,oni48@example.com,NA,,Mumbai,
44534,sachidhillon@example.org,,,Hyderabad,
44535,yashasvichaudhary@example.org,NA,9,Hyderabad,Y
44536,gautami24@example.org,NA,9,,
44537,gsankar@example.org,1703,,Hyderabad,N
44538,eamble@example.com,4498,7,Bengaluru,No
44539,deepavarkey@example.com,1554,9,Hyderabad,Y
44540,nachiket46@example.com,429,,,
44541,,NA,,Hyderabad,No
44542,patrickkarnik@example.org,NA,2,Mumbai,
44543,saanvi16@example.com,NA,9,Mumbai,N
44544,khuranapranav@example.net,NA,,Mumbai,Y
44545,rushil70@example.net,4613,9,Mumbai,
44546,arunimaswamy@example.net,NA,,Hyderabad,
44547,yatin87@example.com,NA,,Bengaluru,Yes
44548,osaxena@example.com,NA,6,,
44549,daraeesha@example.org,,4,Mumbai,
44550,eeshaloke@example.org,NA,9,Hyderabad,Y
44551,qraja@example.com,306,,Bengaluru,N
44552,guhaazad@example.org,,8,Hyderabad,Yes
44553,bajajneel@example.net,NA,8,Bengaluru,N
44554,vihaan07@example.org,NA,,,
44555,gunbir70@example.org,NA,9,Mumbai,N
44556,indrajitsinghal@example.org,,,Mumbai,
44557,arunima43@example.org,676,,,No
44558,umangbora@example.com,,9,Bengaluru,Yes
44559,ekbal30@example.org,NA,1,Hyderabad,
44560,achaudhuri@example.net,,,,Yes
44561,,1727,,Bengaluru,Y
44562,jagratioommen@example.com,NA,9,Bengaluru,Yes
44563,vkapur@example.org,,2,Hyderabad,
44564,gaurikabalan@example.org,3206,7,Mumbai,Yes
44565,,3433,3,Hyderabad,
44566,sanghabishakha@example.net,NA,4,,No
44567,,NA,,Bengaluru,
44568,pranitmutti@example.net,363,,,N
44569,harsh85@example.com,1325,9,Hyderabad,No
44570,tatatanvi@example.org,NA,,Mumbai,Yes
44571,kataisha@example.com,,9,Hyderabad,N
44572,bishakhasrinivasan@example.org,3262,6,,No
44573,krisha52@example.net,,9,Bengaluru,No
44574,,NA,,Bengaluru,
44575,devikabalakrishnan@example.com,,9,,Y
44576,ujani@example.com,2071,9,Bengaluru,
44577,gdoctor@example.com,NA,5,Bengaluru,
44578,,NA,10,Mumbai,N
44579,tanejawarjas@example.com,,9,Bengaluru,No
44580,semvansha@example.net,NA,9,,N
44581,hiteshtaneja@example.net,3845,,,N
44582,,NA,,Mumbai,Yes
44583,dalbir29@example.org,,2,Mumbai,
44584,rushil20@example.net,1314,,Hyderabad,
44585,manbirvyas@example.com,NA,9,Mumbai,N
44586,saranjeevika@example.net,1260,,Bengaluru,
44587,wlad@example.net,NA,,Hyderabad,Yes
44588,jasmit35@example.net,NA,9,Hyderabad,Y
44589,,NA,,Bengaluru,
44590,chaturaandra@example.org,2889,,Mumbai,Yes
44591,amrita68@example.net,,,Mumbai,Yes
44592,ssekhon@example.org,NA,9,Bengaluru,Yes
44593,xiti80@example.org,NA,,Mumbai,N
44594,avirk@example.com,4390,2,Bengaluru,
44595,skale@example.net,NA,9,Bengaluru,Y
44596,vasana81@example.net,NA,,,Yes
44597,sarabhattacharyya@example.net,NA,9,Mumbai,No
44598,,11,1,Hyderabad,
44599,narasimhantanveer@example.net,,,Mumbai,
44600,chowdhurynikita@example.org,3326,,Mumbai,N
44601,udantrama@example.net,,,Mumbai,
44602,pchar@example.net,3486,5,Bengaluru,
44603,deshmukhsamarth@example.org,1925,,Bengaluru,No
44604,yagate@example.org,,,Hyderabad,
44605,,2000,,,
44606,bariaosha@example.com,NA,7,Hyderabad,No
44607,tsaraf@example.net,2373,9,Mumbai,
44608,ekaja03@example.net,,,,
44609,bajwaarjun@example.org,,,,No
44610,chackomanthan@example.org,NA,5,Mumbai,
44611,mohinigara@example.com,,9,,No
44612,yochana72@example.org,NA,9,,
44613,ronithmann@example.net,NA,,Bengaluru,
44614,ira30@example.com,NA,,Hyderabad,Y
44615,elalla@example.org,,,Mumbai,No
44616,xchadha@example.org,1313,7,,N
44617,uray@example.org,NA,9,,Y
44618,zarnadass@example.org,3567,,,Yes
44619,eravi@example.net,2751,9,Mumbai,No
44620,ppingle@example.org,,9,Hyderabad,
44621,sacharmeera@example.org,NA,1,Bengaluru,No
44622,mallickaadhya@example.com,1579,,Hyderabad,N
44623,kamdaranjali@example.com,,10,Hyderabad,
44624,umangsachar@example.com,NA,,,Y
44625,,,4,Hyderabad,Y
44626,gautamirajagopalan@example.com,NA,9,Bengaluru,N
44627,wadhwavasana@example.com,NA,9,Mumbai,
44628,,,,Bengaluru,
44629,vihaan37@example.net,NA,9,Hyderabad,N
44630,siyadash@example.org,,6,Bengaluru,N
44631,pmukhopadhyay@example.org,NA,8,Bengaluru,
44632,zben@example.com,2720,,Hyderabad,Yes
44633,majumdarjonathan@example.com,1693,,,N
44634,amishra@example.org,1913,9,Mumbai,Yes
44635,pratyushgour@example.com,NA,9,Hyderabad,No
44636,vkurian@example.com,,,Mumbai,
44637,vsamra@example.com,,5,Bengaluru,
44638,noza@example.org,,,Hyderabad,Yes
44639,snehabhatia@example.com,,9,Bengaluru,No
44640,chaudharifalak@example.org,NA,,Mumbai,
44641,samiorinder@example.net,,9,,Yes
44642,rayaanbumb@example.com,NA,1,Hyderabad,
44643,yachana16@example.com,4840,,Hyderabad,
44644,nimratiyer@example.net,3071,8,,No
44645,hdas@example.com,NA,,Bengaluru,No
44646,yadavibahri@example.net,,9,Mumbai,Y
